bvid,uid,title,tname,pubdate,view,danmaku,reply,favorite,coin,share,like
BV1jF411Q7ke,23947287,克格勃最有钱的特工是谁？【硬核狠人54】,人文历史,2023-07-14 11:35:00,7963290,45959,9807,115635,474171,27820,560479
BV1uk4y1u7aY,23947287,英国如何给非洲人民送福利？【神奇组织08】,人文历史,2023-06-22 11:00:00,6839147,27128,7109,44676,139695,8658,311310
BV1wh4y137te,23947287,二战中最神奇的战俘营是哪个？【神奇组织07】,人文历史,2023-06-16 11:00:00,7608959,41130,9601,102248,231880,26436,426853
BV1sc411g7gK,23947287,如何骗美国总统参加活动？【硬核狠人53】,人文历史,2023-06-14 17:00:00,5702617,21221,4869,54889,160619,11796,339865
BV1pM4y1e7Ke,23947287,逃税在美国有多危险？【神奇组织06】,人文历史,2023-06-02 11:00:00,8032701,48014,11294,68106,138645,14299,434382
BV1rM4y1e7XK,23947287,谁能比拉姆更倒霉？【小约翰】,人文历史,2023-05-31 17:00:00,4289654,27682,5370,55137,161543,12318,309284
BV1No4y1G7t3,23947287,亚洲最年轻的国家在哪里？【奇葩小国47】,人文历史,2023-05-19 17:30:00,7709239,53461,13536,63245,206332,14324,361374
BV11s4y1Q7Yf,23947287,英国战忽局是谁成立的？【硬核狠人52】,人文历史,2023-05-14 11:00:00,5738833,21593,4112,42259,118644,6080,289545
BV19g4y177co,23947287,20世纪的“哲学王”是谁？【奇葩小国46】,人文历史,2023-04-28 11:00:00,8142904,44074,10294,50477,157594,9488,317756
BV1Qv4y177CS,23947287,谁能获得三枚苏沃洛夫勋章？【小约翰】,人文历史,2023-04-20 11:53:28,5275563,17533,4235,49123,128055,5404,316808
BV1Xo4y1n7yT,23947287,“蒙哥马利”为啥会被苏军解救？【硬核狠人51】,人文历史,2023-04-12 11:00:00,5306006,19243,4812,38261,119027,4806,282606
BV1h84y1u7se,23947287,一战中的闪避王是谁？【硬核狠人50】,人文历史,2023-04-07 11:00:00,5571304,23618,5343,50067,160463,8008,317265
BV1Ug4y1W7KB,23947287,消防局如何点燃旧金山？【神奇组织05】,人文历史,2023-03-25 11:00:00,5972795,19638,4793,46451,139679,12805,308709
BV1g24y1u7Yw,23947287,刺杀总统的原因可以有多离谱？【硬核狠人49】,人文历史,2023-03-17 11:00:00,6379178,25015,6905,40095,122077,11651,302844
BV1Fs4y1Z7fL,23947287,炒作界的宗师是谁？【硬核狠人48】,人文历史,2023-03-04 11:00:00,6019067,28197,4836,45888,112972,15615,297654
BV19s4y1b7JM,23947287,如何逃出法属圭亚那？【硬核狠人47】,人文历史,2023-02-25 17:00:00,5537477,22083,5559,38175,115281,7719,279783
BV1uD4y1A7Mp,23947287,哪国会为了龙虾打一仗？【奇葩小国45】,人文历史,2023-02-19 11:00:00,9117145,44311,9902,62344,205445,13756,386725
BV1e54y1P76A,23947287,特工离婚后果会有多严重？【硬核狠人46】,人文历史,2023-02-17 11:00:00,5485427,30228,12075,51728,161485,17811,318959
BV12Y411q7S1,23947287,21世纪如何复兴德意志第二帝国？【神奇组织04】,人文历史,2023-02-07 11:00:00,6921540,37543,8052,71973,240521,18560,406076
BV1A8411w723,23947287,在非洲打赌能刷新什么记录？【小约翰】,人文历史,2023-01-25 11:00:00,4227623,26637,6073,43452,91308,6873,254089
BV1Z8411A74n,23947287,棒球运动员为何要刺杀海森堡？【小约翰】,人文历史,2023-01-22 11:00:00,5275847,28628,5185,48127,127939,10161,335048
BV1uM411h7MN,23947287,瑞典水手如何迎娶阿依土鳖公主？【硬核狠人45】,人文历史,2023-01-10 11:00:00,5283755,26415,6460,43137,147959,9210,314631
BV1D44y1R7oC,23947287,丰田皮卡为什么在非洲是军火？【奇葩小国44】,人文历史,2022-12-30 17:30:00,10023812,41416,10308,77590,218153,15623,398854
BV1U84y147Rm,23947287,美国陆军如何在苏军服役？【硬核狠人44】,人文历史,2022-12-22 11:00:00,7037078,31160,7888,59157,188382,13246,373340
BV1We4y1T7Rn,23947287,和罗马教廷互掐的CP粉是什么组织？【神奇组织03】,人文历史,2022-12-09 17:00:00,6690886,27101,8249,33403,88602,11059,262786
BV1VV4y1P76f,23947287,明朝海盗和方便面有啥关系？【小约翰】,人文历史,2022-12-07 17:00:00,4275217,18308,5309,28187,65533,9469,222529
BV1sP4y197HU,23947287,卡扎菲的野望在哪里？【奇葩小国43】,人文历史,2022-12-02 11:00:00,9335068,28099,6957,42863,142148,10523,321933
BV1kv4y1d7Y8,23947287,如何在年入上亿后迅速破产？【小约翰】,人文历史,2022-11-30 12:11:59,4166251,19608,4457,29095,80780,5325,237326
BV1Je4y1W7Qn,23947287,买游艇为何买椟还珠？【小约翰】,人文历史,2022-11-28 12:12:54,4810906,19891,4800,41566,126975,9887,261675
BV1r24y1y7r6,23947287,哪个国家专克带英？【奇葩小国42】,人文历史,2022-11-18 11:00:00,10924942,47067,14248,88134,271513,62390,461174
BV1cG4y147t7,23947287,三国博卡萨是被谁打败的？【小约翰】,人文历史,2022-11-16 11:00:00,3907918,17771,4980,19698,46990,4207,169732
BV1WY411Z7Cj,23947287,法国人为何在老挝守灵？【硬核狠人43】,人文历史,2022-11-09 11:00:00,5932365,22372,4047,36486,112767,6729,267207
BV1QV4y1g7qH,23947287,谁是斯诺登的老前辈？【硬核狠人42】,人文历史,2022-11-02 11:00:00,5498920,26911,4383,29848,92711,8135,249787
BV1HV4y1G7sC,23947287,谁把世界杯偷走了？【硬核狠人41】,人文历史,2022-10-28 11:00:00,5239461,16858,4005,24745,75993,8900,232817
BV1Wm4y1w7F3,23947287,苏联人如何对决北极熊？【小约翰】,人文历史,2022-10-21 11:00:00,7036901,30594,2538,53635,150098,14755,362381
BV1YN4y1N76N,23947287,哪国总理登上过UFO？【奇葩小国41】,人文历史,2022-10-06 11:00:00,9103906,51022,8150,57439,187731,18210,351942
BV1Mg411v7aE,23947287,如何一路要饭参加奥运会？【硬核狠人39】,人文历史,2022-10-04 11:00:00,5126823,23763,2668,33960,109258,10336,262415
BV1aV4y1N71f,23947287,如何用自己发明让别人发财？【小约翰】,人文历史,2022-09-29 16:08:04,4548052,16843,3164,30022,67875,5133,266174
BV1ge4y1y75A,23947287,自由女神的火炬为啥上不去？【硬核狠人38】,人文历史,2022-09-17 11:00:00,6765596,35286,5249,38471,107751,9317,298249
BV1cP4y1o7G3,23947287,苏联黑帮如何在美国逃税【神奇组织02】,人文历史,2022-09-14 11:00:00,7517656,41122,6733,55622,131302,14405,411205
BV1Jt4y1J7wX,23947287,非 洲 圣 人 博 瓦 尼【奇葩小国40】,人文历史,2022-09-03 11:30:00,7995776,58643,7396,37017,127528,9118,291819
BV13W4y1t7pE,23947287,为什么要给卢旺达总统颁发门垫子？【神奇组织01】,人文历史,2022-08-26 17:01:55,6662131,43356,8702,43636,133031,11706,377591
BV11t4y1J7wU,23947287,法国在耶路撒冷为啥有块地？【小约翰】,人文历史,2022-08-19 15:09:25,6226140,28213,5431,38282,102197,7398,350324
BV1cY4y1A7kj,23947287,军情六处创始人为啥要锯子剌大腿？【硬核狠人37】,人文历史,2022-08-11 11:00:00,7112103,31373,4835,40358,117050,12292,307621
BV1Sr4y1L7nr,23947287,首尔大学博士如何当非洲仁君？【奇葩小国39】,人文历史,2022-07-30 11:00:00,9817145,50383,9903,47055,150933,18646,324376
BV1w94y1D7W8,23947287,非洲小美国是哪里？【奇葩小国38】,人文历史,2022-07-26 12:28:36,8434351,41844,10126,39995,132942,11817,315358
BV16a411S7cy,23947287,哪个拳击手想刺杀希特勒？【小约翰】,人文历史,2022-07-19 11:00:00,5058611,35306,5086,42566,113660,8229,383483
BV1G94y1Q75m,23947287,美国最幸运的人是谁？【硬核狠人36】,人文历史,2022-07-15 11:00:00,6901353,42373,7162,52449,146467,32130,327960
BV1Sa411W7fw,23947287,如何把沙子卖给阿拉伯人？【小约翰】,人文历史,2022-06-30 19:49:16,5258128,27723,7076,40488,119692,13072,287089
BV1Jr4y1G7gP,23947287,骗一下纳粹二把手是怎样的体验？【硬核狠人35】,人文历史,2022-06-24 11:00:00,5879524,23040,5704,30453,97506,8638,258760
BV1eZ4y1q7SH,23947287,加拿大最有名的遗嘱是什么？【硬核狠人34】,人文历史,2022-06-17 10:59:59,7778413,24481,9563,38485,112192,17058,276960
BV1cT411573g,23947287,一个美国人如何走遍长城？【小约翰】,人文历史,2022-06-13 12:27:48,4373332,27560,8213,68558,267281,10311,363485
BV1HU4y1173x,23947287,亚洲人如何在欧洲建国？【奇葩小国37】,人文历史,2022-06-06 11:00:00,8471917,33948,9072,35097,121865,7928,300976
BV1W54y1Z7EL,23947287,谁是美国的越狱之王？【硬核狠人33】,人文历史,2022-05-21 11:00:00,8629336,29928,6840,44672,144436,12358,333329
BV1vY4y147Nk,23947287,什么书价值两吨黄金？【小约翰】,人文历史,2022-05-15 11:00:00,4061361,18579,5983,23052,72292,4371,219812
BV1ZZ4y1h7f2,23947287,现代史上最没有意义的战争是怎么打的？【奇葩小国36】,人文历史,2022-05-13 11:00:00,11321469,50303,8244,55814,183003,17152,367893
BV1o54y1f7JM,23947287,东汉顶流格局有多大？【小约翰】,人文历史,2022-05-11 18:32:37,6660848,30101,6319,35397,78669,7361,275010
BV1sB4y1m73m,23947287,祖 国 恩 人 特 鲁 希 略【奇葩小国35】,人文历史,2022-05-01 11:00:00,11292746,50554,9110,49514,214222,11874,375835
BV1s541117Hs,23947287,如何让纳粹成为大冤种？【硬核狠人32】,人文历史,2022-04-22 11:00:00,10674011,37421,9315,59203,182603,25198,394503
BV1dR4y1N7Qx,23947287,全能发明家为何受穷？【小约翰】,人文历史,2022-04-20 11:00:00,4934780,24310,9178,45081,123512,10172,354605
BV1r5411U7NV,23947287,英国人如何成为埃塞俄比亚王子？【硬核狠人31】,人文历史,2022-04-09 11:00:00,7211972,27008,8350,40240,137094,12875,307402
BV1634y1s7GC,23947287,一个日本人如何参加抗战？,人文历史,2022-04-03 11:00:00,7444050,60062,14919,103902,318028,34991,482423
BV1x94y1f7x4,23947287,在白俄罗斯如何搞偷袭？【小约翰】,人文历史,2022-03-29 11:03:13,6751341,36773,14219,50583,178122,10207,362093
BV1TP4y1M7m7,23947287,在韩国跑路能跑多远？【硬核狠人30】,人文历史,2022-03-26 11:00:00,9743247,42569,12596,53839,176651,30343,374593
BV1H44y1T74v,23947287,真正的鸽宗是谁？【硬核狠人28】,人文历史,2022-03-18 11:00:01,7802248,38570,10224,49145,162891,21789,327585
BV13Y411n7Dd,23947287,一克月壤值多少钱？【小约翰】,人文历史,2022-03-16 11:00:12,7347608,59615,19622,69214,203183,25664,365610
BV1Ha411h7pK,23947287,非洲的赌债应该怎么还？【奇葩小国34】,人文历史,2022-03-04 14:21:19,11812220,39882,9297,42616,140856,9917,322952
BV1Qb4y1s75W,23947287,非洲定制裤腰带是什么样的？【奇葩小国33】,人文历史,2022-02-27 12:00:22,10478472,23191,8248,37528,137777,7033,314200
BV1qa411C7ni,23947287,带英水兵如何讨薪？【硬核狠人27】,人文历史,2022-02-19 11:00:15,8626378,36702,9817,52092,218473,9932,378641
BV19F41177yJ,23947287,如何把苏伊士运河变没？【硬核狠人26】,人文历史,2022-02-11 11:00:01,7264971,26523,7599,43623,154618,8476,337903
BV1HS4y1V7hn,23947287,谁能骗走英国一艘巡洋舰？【硬核狠人25】,人文历史,2022-02-02 11:00:08,9185711,32359,11753,51096,177211,18166,358967
BV1gq4y1w7pg,23947287,什么殖民地要宗主国求着独立？【奇葩小国32】,人文历史,2022-01-30 12:05:08,12070744,48828,11607,52277,187756,20202,392378
BV1c34y127nL,23947287,苏联人为何要在法国干绑票？【小约翰】,人文历史,2022-01-29 11:00:06,7037362,26223,6982,93686,141240,27767,353817
BV1KL4y1t7Do,23947287,法国键政人如何开一家小偷公司？【硬核狠人24】,人文历史,2022-01-21 13:18:21,9975760,45349,13567,60278,218416,15917,377014
BV1934y1z7ZQ,23947287,文笔好的人如何靠颜值吃饭？【硬核狠人22】,人文历史,2022-01-08 11:00:09,8840638,33312,8641,57531,193664,21860,353791
BV16F411B744,23947287,最能让带英破防的人是谁？【硬核狠人21】,人文历史,2021-12-25 11:00:06,14532086,67419,18042,153650,467306,73275,607016
BV1bR4y1x7RP,23947287,什么样的坦克手能一挑二十二？【小约翰】,人文历史,2021-12-17 11:00:13,5895472,27338,8358,32065,80524,7094,270596
BV1444y1J7Eq,23947287,谁的生命力比死侍更顽强？【硬核狠人20】,人文历史,2021-12-16 15:35:31,9237838,32997,7065,44097,132919,19303,319895
BV1aa411r7aQ,23947287,为什么英国特工要做针线活？【小约翰】,人文历史,2021-12-12 11:00:18,6150088,24449,9542,31933,96166,7681,264885
BV1Z341147jN,23947287,美国工程师在树林里能搓出啥？【硬核狠人19】,人文历史,2021-12-08 16:13:44,9975211,45225,13441,73846,249072,21377,388413
BV1oq4y1B7pM,23947287,谁会带着冷兵器参加二战？【硬核狠人18】,人文历史,2021-11-30 21:48:44,10029315,32241,12770,59444,175973,19526,348271
BV1WR4y1476q,23947287,纳赛尔跟勋宗关系如何？【奇葩小国30】,人文历史,2021-11-28 11:55:52,10175765,61927,20080,55021,204730,18658,312725
BV1Lh411477A,23947287,克格勃招不招酒蒙子？【硬核狠人17】,人文历史,2021-11-23 12:20:06,8936874,29875,7153,35700,118427,12714,282438
BV1vQ4y1U79r,23947287,快活王和路易十四谁的衣服比较多？【小约翰】,人文历史,2021-11-19 11:00:15,4661749,22352,9655,23042,62697,7824,198990
BV1SR4y1t7jB,23947287,谁要跟墨索里尼合影？【硬核狠人16】,人文历史,2021-11-18 11:00:13,10367182,31505,7264,45866,127789,15943,305318
BV1BL4y1q7NT,23947287,如何在没有人质的情况下拿到赎金？【硬核狠人15】,人文历史,2021-11-10 11:00:07,8214964,20726,6697,34159,110582,7556,265286
BV1pP4y1j7Lq,23947287,火焰切割机应该怎么用？【硬核狠人14】,人文历史,2021-11-05 11:00:19,7882136,21442,5179,29683,107329,6877,247027
BV1zq4y1r7DW,23947287,胃溃疡会不会导致叛逃？【硬核狠人13】,人文历史,2021-10-31 18:06:55,8234772,28585,7835,43012,139574,15572,277589
BV1934y1m7x4,23947287,纳赛尔和苏穗宗是什么关系？【奇葩小国29】,人文历史,2021-10-28 11:00:14,11432850,58769,11641,58964,198854,25388,334737
BV1dq4y1o75M,23947287,如何在一夜之间成为全国首富？【硬核狠人11】,人文历史,2021-10-08 11:00:05,9075547,25047,8487,38188,119376,24031,286490
BV1yL4y1z7k8,23947287,在西德当苏联间谍是什么体验？【硬核狠人10】,人文历史,2021-10-02 11:00:12,8988609,29995,4978,41788,121961,20097,284571
BV1Pq4y1o7sV,23947287,耶路撒冷究竟是谁老家？【奇葩小国28】,人文历史,2021-09-26 13:23:10,14053514,89368,28561,90340,254292,57246,423942
BV1mv411371k,23947287,窃书究竟算不算偷？【硬核狠人09】,人文历史,2021-09-24 11:00:13,7521615,20235,4604,27674,97007,7392,234773
BV1u64y1a71R,23947287,挖纳粹墙脚是怎样的体验？【硬核狠人08】,人文历史,2021-09-16 11:00:06,10149801,29742,6880,68077,191664,31214,355784
BV1oq4y1Z71x,23947287,勋宗是不是老司机？【小约翰】,人文历史,2021-09-12 17:00:15,6476373,25847,5629,31275,71054,15271,227628
BV1gb4y1U7vV,23947287,如何卷赢古代做题家？【小约翰】,人文历史,2021-09-07 11:00:16,5284618,24257,7737,28569,64150,8514,210885
BV1kA411c7Ky,23947287,人在美国如何当皇帝？【硬核狠人07】,人文历史,2021-08-27 12:13:04,11081449,47568,15243,136717,367444,72422,491180
BV1iU4y1E7cV,23947287,谁制定了美国劫匪的行业标准？【硬核狠人06】,人文历史,2021-08-20 11:54:33,11915032,130376,9187,73440,222495,52177,392405
BV1DM4y157xY,23947287,智利的911事件是什么？【奇葩小国27】,人文历史,2021-08-13 11:31:44,11721032,70402,16273,101549,318123,50983,414253
BV13h411B7AV,23947287,谁会说阿连德是小萝莉？【奇葩小国26】,人文历史,2021-08-06 11:56:50,9154568,34784,9530,51481,159265,31258,290116
BV1P44y117HS,23947287,看个电影为啥要跟总统过不去？【硬核狠人05】,人文历史,2021-07-30 11:28:09,9584945,37941,9849,40718,131463,20659,293421
BV1a3411677R,23947287,德国军人如何抢劫政府？【硬核狠人04】,人文历史,2021-07-28 11:00:11,8817776,22229,5989,33556,95860,13837,253099
BV11L411H7o7,23947287,非洲的切格瓦拉是谁？【奇葩小国25】,人文历史,2021-07-24 11:00:00,14339153,88426,28854,172110,488642,113069,546099
BV1654y1n7c4,23947287,什么样的殖民地能薅法国羊毛？【奇葩小国24】,人文历史,2021-07-16 10:44:54,9468711,35335,6595,43873,139078,24985,286962
BV1iL411W7sC,23947287,20世纪的骗子敢玩多大？【硬核狠人03】,人文历史,2021-07-09 10:37:10,9581520,26119,6059,45711,115132,19309,297859
BV15h411h7MF,23947287,在苏联做小偷是什么体验？【硬核狠人02】,人文历史,2021-06-30 11:30:13,8375168,17768,4199,26846,82457,9237,235989
BV1RX4y1A7dZ,23947287,如何在西非做一个横跳之王？【奇葩小国23】,人文历史,2021-06-25 11:16:13,9859326,32233,8635,37654,128404,9890,263812
BV1qM4y1u79j,23947287,在苏联抢劫是什么体验？【硬核狠人01】,人文历史,2021-06-18 10:32:40,10516122,28924,5593,39878,104484,24866,302792
BV1By4y1u7dX,23947287,诺列加爱不爱听摇滚乐？【奇葩小国22】,人文历史,2021-06-11 11:43:22,9963942,44345,8271,68836,265108,19595,364702
BV1bq4y1j7pt,23947287,勋宗与阿明 の 难解情缘【奇葩小国21】,人文历史,2021-05-28 11:30:08,11374701,46973,11797,58889,191366,21023,307473
BV1v54y1L7zf,23947287,勋宗能不能做阿富汗的 sugar daddy？【奇葩小国20】,人文历史,2021-05-21 11:30:07,9220310,27178,5925,37537,125718,21167,253716
BV1kA411G7jg,23947287,古 巴 人 民 真 蒸 汽【奇葩小国19】,人文历史,2021-05-13 12:16:29,13326279,56409,11431,97660,285017,43578,414977
BV1W64y1U71j,23947287,苏联AK47究竟多少钱一斤？【小约翰】,人文历史,2021-04-28 11:00:16,9176534,33498,6148,38011,79797,12573,254265
BV1qi4y1A76i,23947287,人 间 之 屑 卡 扎 菲【奇葩小国18】,人文历史,2021-04-24 10:49:36,19271838,52630,9287,83507,169516,60128,433090
BV1ro4y1f7x4,23947287,偷袭救不了阿根廷老铁【奇葩小国17】,人文历史,2021-04-17 10:52:06,14860611,52025,8958,57040,207760,27639,358968
BV1954y1b7N5,23947287,东非高原会上演一出《你的名字》吗？【奇葩小国16】,人文历史,2021-04-11 11:35:05,11828484,51797,9924,76033,299905,22442,363764
BV1nK4y1m7FT,23947287,冈比亚式执法实践：以菲律宾为例【奇葩小国15】,人文历史,2021-04-02 14:06:22,12653580,50169,6319,63846,189890,46899,332093
BV16K4y1T76x,23947287,菲律宾总统是亚洲首富吗？【奇葩小国14】,人文历史,2021-03-27 11:35:17,9932691,32926,6066,34688,134089,14810,259117
BV1Mp4y1h7ii,23947287,人 民 慈 父 杜 瓦 利 埃【奇葩小国13】,人文历史,2021-03-12 11:40:59,12797802,49483,9147,48522,133874,38999,307012
BV1Fz4y117pV,23947287,反了反了！赘婿总统噬主了！【奇葩小国12】,人文历史,2021-03-05 11:15:01,10610668,28730,3533,34895,103887,23055,244574
BV1b54y1Y72n,23947287,香蕉共和国的足球战争【奇葩小国11】,人文历史,2021-02-26 11:48:36,8629788,28040,5072,28430,80984,15770,205047
BV1Pp4y1W7rc,23947287,一个精苏当了乌干达总统会怎样？【奇葩小国10】,人文历史,2021-02-14 11:35:19,11142867,41480,2526,36008,89846,14684,251228
BV1wf4y1r7sr,23947287,因为一封信，他去非洲当了一把气氛组【奇葩小国09】,人文历史,2021-02-05 10:35:10,8962982,49751,2451,33257,103604,13430,232483
BV1Cf4y167A2,23947287,七万美元一晚上，当把国王爽一爽？【奇葩小国08】,人文历史,2021-01-29 10:35:13,7330090,21406,3394,31283,94316,10512,210096
BV1Cz4y1S7M8,23947287,豹纹，内战，贪官与贫民窟潮人【奇葩小国07】,人文历史,2021-01-22 10:35:15,9281480,30211,3898,37645,118453,13217,263342
BV1ey4y1m7dc,23947287,花九块钱，买个公爵当当？【奇葩小国06】,人文历史,2021-01-15 13:45:37,7056676,15649,2007,24117,62354,14634,193482
BV1yU4y1x7xq,23947287,如何靠捡屎成为世界首富？【奇葩小国05】,人文历史,2021-01-08 11:15:02,7873460,23677,3613,24220,54062,25825,196064
BV1xf4y1C7Mc,23947287,22万美元，去冈比亚当总统！【奇葩小国04】,人文历史,2021-01-01 11:35:10,11542849,32752,5992,43963,101957,34472,300495
BV1FK4y1j7SB,23947287,非洲小国是怎么实现赛博朋克的？【奇葩小国03】,人文历史,2020-12-25 13:40:25,8755058,20341,2113,21499,49823,6240,200819
BV1aA411s7i7,23947287,庞氏骗局是怎么搞垮一个国家的？【奇葩小国02】,人文历史,2020-12-18 11:15:01,10015705,17915,2368,35951,118921,11671,319680
BV1Uy4y1S7Eq,23947287,如何用外交得罪所有大国？【奇葩小国01】,人文历史,2020-12-11 14:21:30,13463863,40280,4161,44665,100487,29254,350905
BV11i4y1L7QQ,23947287,苏联为何而强大？【小约翰】,人文历史,2020-11-14 17:12:00,27533436,88189,33057,461126,825530,210328,1062598
BV1Kn4y1d7G7,23947287,“西部最无法无天的小镇”是哪？【神奇组织20】,人文历史,2024-06-06 11:00:00,3250663,24505,6520,51720,148037,10183,250534
BV1c2421A7iB,23947287,现代柏林墙在哪个国家？【奇葩小国51】,人文历史,2024-02-09 11:00:00,6463765,38693,10084,53916,153087,7588,315868
BV1pH4y1k7EJ,23947287,赤壁之战的锅谁背？【小约翰】,人文历史,2023-12-08 11:00:13,4223578,20269,5816,30197,65256,5196,200494
BV1ey4y1c7NL,23947287,现代最“神秘”的男人是谁？【硬核狠人61】,人文历史,2023-11-04 11:00:00,6020190,28964,4581,49468,136068,7669,296184
BV1mp4y1J7Ay,23947287,美国最小假钞案是哪起？【硬核狠人57】,人文历史,2023-08-19 11:00:00,6643158,26540,9688,61515,164374,13659,361928
BV18u411j7EX,23947287,卡扎菲的胸前挂着谁？【小约翰】,人文历史,2023-07-08 11:00:00,5975149,33286,8770,61640,176660,9486,365606
BV1R44y1f7Yv,23947287,不懂英语如何刺探英国情报？【硬核狠人40】,人文历史,2022-10-14 11:00:00,6126463,20645,2976,30667,96578,8574,269563
BV1Rg411Z7LV,23947287,吕宋岛上如何玩骑兵？【小约翰】,人文历史,2022-07-23 11:00:00,4781943,31986,6703,30327,84013,5403,262079
BV1h94y1X7GT,23947287,李自成是如何击败大明的？【小约翰】,人文历史,2022-07-08 17:12:37,7079752,48786,18848,45034,84986,15657,276612
BV1ia411j7Eq,23947287,什么猛男能一人收复十一州？【小约翰】,人文历史,2022-06-01 11:00:00,5734141,36176,12684,50017,147908,15685,298061
BV1Rb4y1p7JF,23947287,什么人会在图书馆当舔狗？【硬核狠人29】,人文历史,2022-03-20 11:00:11,7522392,29380,10191,39651,143706,14245,305098
BV1G44y1L7JB,23947287,谁要去德国总理府摘旗？【硬核狠人23】,人文历史,2022-01-14 12:40:15,7968953,38049,13329,54817,190542,17398,355522
