bvid,uid,title,tname,pubdate,view,danmaku,reply,favorite,coin,share,like
BV1WK41197GK,504934876,深度|| 丞相作为“三国奶王”的治国才能有多被低估？,人文历史,2022-12-11 11:00:00,2352341,13984,4494,25436,79823,8784,99899
BV1Ve4y1g7ax,504934876,谢幕 || 夷陵大火，永安托孤，老兵不死，只是凋零,人文历史,2022-11-29 11:00:00,2632125,18652,6218,37236,145800,11670,138793
BV1u84y1C72Z,504934876,演化|| 为什么想拿到中国的“神仙编制”必须得灵？【详解关公封神之路】,人文历史,2022-11-22 08:30:00,2419998,11524,2591,25212,54913,11916,115053
BV1WW4y1x79j,504934876,深度|| 武圣归天，魏武谢幕，汉末诸神黄昏！！！【关公三部曲（终）】,人文历史,2022-11-17 11:00:00,2294719,15005,8799,30138,121873,11467,110964
BV1sY411Z7rm,504934876,深度|| 一郡扛一国始末！建安二十四年秋！羽，威震华夏！【关公三部曲（贰）】,人文历史,2022-11-10 08:00:00,2579256,12654,6510,19429,67408,11054,81615
BV1cg411B7rz,504934876,【关公三部曲（壹）】八百破十万，三国梗王之战被严重低估的历史意义！,人文历史,2022-11-04 09:00:00,2391122,8174,3881,12091,40402,7385,68319
BV1at4y1u7hq,504934876,高能深度|| 这张照片成为撕裂美国引爆点的传播密码是什么？,人文历史,2022-10-27 11:00:00,3055251,12586,2815,77788,145485,20315,217854
BV1Md4y127Rf,504934876,硬核|| 汉中会战，魏蜀全明星掀牌，汉末诸神黄昏的上半集,人文历史,2022-10-20 09:00:00,3483552,13650,3925,30405,89377,7897,113873
BV1PR4y1R7DF,504934876,硬核|| 被《三国演义》粉饰了的老刘入川,人文历史,2022-10-12 11:00:00,2336643,11405,3988,15073,64107,2951,90201
BV13d4y1i78Z,504934876,深度|| 赤壁迷雾，江陵鏖兵，三国三巨头格局演化元年,人文历史,2022-10-07 11:00:00,2613984,18195,2449,26194,119464,5313,127133
BV1re4y1b7sV,504934876,深度|| 佛祖对最难关卡的解题思路，黑手套们活不明白的悲哀结局,人文历史,2022-09-28 19:00:00,6233270,19402,6918,113506,320191,57949,315439
BV1qd4y1u7q7,504934876,官渡封神，汉末双雄决定历史走向的三国巅峰之战（上）,人文历史,2022-09-16 19:00:00,3021176,15707,2890,25150,96410,9588,114669
BV1ke4y1h7VJ,504934876,深度|| 为了让悟空脱离低级趣味，佛祖究竟花了多少经费？（中秋特供）,人文历史,2022-09-09 09:00:00,12957058,35239,16502,380709,979630,170147,909200
BV1WG411G7GE,504934876,硬核|| 袁绍是不是被低估了？,人文历史,2022-09-05 19:05:00,3568557,18586,3372,37183,96936,19213,127883
BV1hG411571w,504934876,韩信的军事才能是吹出来的还是真的？,人文历史,2022-08-30 07:50:00,2715334,5545,4699,16603,33854,4358,86893
BV1hB4y1z7gM,504934876,深度 || 秦为什么冒险发动长平之战？,人文历史,2022-08-24 19:05:00,3907375,32178,5648,46094,105091,17396,149495
BV1pB4y1B7Ct,504934876,为啥你爷爷奶奶可以生七八个，你却不行？,人文历史,2022-08-18 07:50:00,6601112,37741,17011,160028,332654,174848,491155
BV1r14y1b7fb,504934876,长城这么矮究竟能拦住什么？,人文历史,2022-08-13 17:00:00,5284837,15039,5897,57624,109333,18755,211679
BV1rx4y1a7tt,504934876,最强大脑谢幕|| 邙山，府兵制的开始；玉璧，敕勒川的离歌,人文历史,2024-04-16 11:00:00,1059051,5424,2441,8653,23017,1814,42096
BV1Pa4y1m7RJ,504934876,六镇之乱|| 混乱是阶梯的隋唐祖源，八柱国世家的攀爬起点,人文历史,2024-01-10 10:30:00,2373381,7195,2786,20150,41664,3093,90675
BV1894y1n7YW,504934876,大魔导师的呼风唤雨之战！位面之子的逆天改命剧本！光武中兴奠基的昆阳惊天大逆转！,人文历史,2023-11-16 11:00:00,2305888,11752,2588,18393,60035,2801,101048
BV1Kc411f7tY,504934876,深度|| 王莽篡汉，权力的饭圈鬼才，戏精的艺术人生，史上最牛爱豆的封神之路,人文历史,2023-10-30 16:00:00,2392700,18821,2428,23279,57412,5951,94031
BV1mN411k7gW,504934876,深度|| 兵仙扫北的时代机遇，背水一战的不可复制，孙子兵法的行走教材,人文历史,2023-06-13 11:00:00,2547047,15450,3313,27311,76591,4589,113852
BV1UP411D7z2,504934876,200万粉福利特供|| 高考后的“分层之战”和“人生破圈算法”,社科·法律·心理,2023-06-06 10:00:00,3068313,18580,12601,204239,301059,171540,284233
BV1Hs4y1Q7M4,504934876,深度|| 史上最著名饭局，鸿门宴上项羽没杀刘邦的真正原因是什么？西楚霸王为何要那样分封天下？,人文历史,2023-05-13 11:00:00,4696627,25906,6430,65138,135292,11623,221617
BV11V4y1d7w7,504934876,刘邦灭秦|| 刘主任的一路向西，中年邦的奇幻漂流,人文历史,2023-05-05 11:00:00,2602345,20046,5581,21814,62717,4863,97453
BV1o54y1T7U2,504934876,深度|| 入西川！二士争功！！三英皆授首！！！,人文历史,2023-03-10 11:00:00,2071213,18028,6962,18727,72707,5146,100048
BV1gb411R7Ja,504934876,深度|| 曹髦闹市政变之谜，天子之血对司马氏的终极诅咒,人文历史,2023-02-17 11:00:00,2672979,9424,3805,20382,45064,6257,88269
BV1n8411Y7SZ,504934876,深度|| 司马家族“必然兴旺”的乱世算法,人文历史,2022-11-01 09:00:00,2764301,16750,3191,30184,73491,11744,104463
BV1ug411275z,504934876,全程高能|| 汉末双雄决战到最后一秒的史诗级对决,人文历史,2022-09-21 09:00:00,3045921,17826,3596,55899,232028,16943,195866
BV1Dt421N7rH,504934876,装糊涂的天才是怎样在血泊中上位的？北齐高氏究竟有多荒淫？,人文历史,2024-05-31 11:00:00,1175627,4870,1700,9682,16311,1001,40142
BV1jC411G7hN,504934876,"血战""人造三门峡""！六世纪全明星会战河洛！洛阳战区开启修罗场赛季！",人文历史,2024-04-09 11:00:00,1120046,4996,1526,8867,19719,1172,43121
