bvid,uid,title,tname,pubdate,view,danmaku,reply,favorite,coin,share,like
BV1zt4y1C7yh,519872016,花钱买命？通过赔偿取得被害人家属谅解的相关分析,社科·法律·心理,2020-05-30 18:05:55,668031,2459,1564,5656,13364,1612,29648
BV1Bi4y147Y8,519872016,中东战争究竟在打什么？以色列的诞生与崛起【历史调研室08】,人文历史,2020-05-20 18:05:11,3755930,19422,8385,42813,68889,16213,158246
BV1L541147hi,519872016,执掌德国15年，全世界最有权势的女人：默克尔【历史调研室07】,人文历史,2020-05-09 18:05:04,4420354,21146,5510,60374,85909,17975,225889
BV1hK4y1b7TJ,519872016,士为知己者死！文在寅的复仇之路【历史调研室06】,人文历史,2020-04-30 20:00:17,8663564,41346,15126,207653,311153,157504,465142
BV1zK4y1b7Yg,519872016,朝鲜与韩国为什么分裂？朝鲜战争始末【历史调研室01】,人文历史,2020-04-29 18:00:42,7346006,48530,6275,108825,203636,24768,351394
BV1og4y1875r,519872016,特朗普是怎么当上美国总统的？懂王的前半生【历史调研室05】,人文历史,2020-04-21 18:15:26,4975382,27769,6979,69498,88736,33910,277087
BV1uf4y1S758,519872016,家族诅咒？揭秘肯尼迪之死，肯尼迪家族史回顾【历史调研室04】,人文历史,2020-04-14 18:15:11,1423718,4514,764,8096,18498,1898,63194
BV1L5411t7uu,519872016,极限博弈！古巴导弹危机中的肯尼迪与赫鲁晓夫【历史调研室03】,人文历史,2020-04-06 03:50:39,2291397,8098,2100,29291,54163,11909,116321
BV1Tg4y187je,519872016,核弹为什么能维护世界和平？核威慑背后的逻辑【历史调研室02】,人文历史,2020-03-29 22:06:16,2009953,4875,1579,13742,24936,3430,83887
BV1vG411i7si,519872016,你不了解的白求恩（上）【历史调研室44】,人文历史,2023-11-30 17:18:10,1909529,7628,3442,42402,80235,7364,142589
BV18u411u7Ry,519872016,原子弹之父，为什么反对制造氢弹？奥本海默与泰勒的世纪之争【历史调研室42】,人文历史,2023-09-30 13:16:02,2677722,19721,4308,40899,74012,9826,136016
BV1XV4y1e7uN,519872016,唯一的芬兰元帅：曼纳海姆（终）【历史调研室41】,人文历史,2023-08-10 11:00:38,2483394,36303,13565,45758,139943,9007,149339
BV13T41187Va,519872016,就曼纳海姆(中)回应三位up主【历史调研室】,人文历史,2023-05-09 18:20:27,2523846,15149,34475,27205,105183,11464,141954
BV1dr4y1H77b,519872016,一战的英雄，却在二战时投降。法国元帅贝当（上）【历史调研室31】,人文历史,2022-03-31 20:30:00,2766235,19495,4183,26859,67647,7200,125333
BV1aa411c76d,519872016,慈父、领袖、钢铁之人，斯大林与苏联的崛起(下)【历史调研室16】,人文历史,2020-11-10 19:27:19,5586684,27861,4649,73499,176906,20519,236313
BV1P5411a7M4,519872016,日不落帝国的落日余晖：温斯顿·丘吉尔【历史调研室10】,人文历史,2020-07-20 17:30:24,4430413,18361,3446,46058,78846,10596,174605
